id,b,c,v,t
1010017,1,10,17,"and the Hivite, and the Arkite, and the Sinite,"
1010018,1,10,18,"and the Arvadite, and the Zemarite, and the Hamathite; and afterwards have the families of the Canaanite been scattered."
1010019,1,10,19,"And the border of the Canaanite is from Sidon, `in' thy coming towards Gerar, unto Gaza; `in' thy coming towards Sodom, and Gomorrah, and Admah, and Zeboim, unto Lasha."
1010020,1,10,20,"These `are' sons of Ham, by their families, by their tongues, in their lands, in their nations."
1010021,1,10,21,"As to Shem, father of all sons of Eber, brother of Japheth the elder, he hath also begotten:"
1010022,1,10,22,"Sons of Shem `are' Elam, and Asshur, and Arphaxad, and Lud, and Aram."
1010023,1,10,23,"And sons of Aram `are' Uz, and Hul, and Gether, and Mash."
1010024,1,10,24,"And Arphaxad hath begotten Salah, and Salah hath begotten Eber."
1010025,1,10,25,"And to Eber have two sons been born; the name of the one `is' Peleg (for in his days hath the earth been divided,) and his brother's name `is' Joktan."
1010026,1,10,26,"And Joktan hath begotten Almodad, and Sheleph, and Hazarmaveth, and Jerah,"
1010027,1,10,27,"and Hadoram, and Uzal, and Diklah,"
1010028,1,10,28,"and Obal, and Abimael, and Sheba,"
1010029,1,10,29,"and Ophir, and Havilah, and Jobab; all these `are' sons of Joktan;"
1010030,1,10,30,"and their dwelling is from Mesha, `in' thy coming towards Sephar, a mount of the east."
1010031,1,10,31,"These `are' sons of Shem, by their families, by their tongues, in their lands, by their nations."
1010032,1,10,32,"These `are' families of the sons of Noah, by their births, in their nations, and by these have the nations been parted in the earth after the deluge."
1011001,1,11,1,"And the whole earth is of one pronunciation, and of the same words,"
1011002,1,11,2,"and it cometh to pass, in their journeying from the east, that they find a valley in the land of Shinar, and dwell there;"
1011003,1,11,3,"and they say each one to his neighbour, `Give help, let us make bricks, and burn `them' thoroughly:' and the brick is to them for stone, and the bitumen hath been to them for mortar."
1011004,1,11,4,"And they say, `Give help, let us build for ourselves a city and tower, and its head in the heavens, and make for ourselves a name, lest we be scattered over the face of all the earth.'"
1011005,1,11,5,And Jehovah cometh down to see the city and the tower which the sons of men have builded;
1011006,1,11,6,"and Jehovah saith, `Lo, the people `is' one, and one pronunciation `is' to them all, and this it hath dreamed of doing; and now, nothing is restrained from them of that which they have purposed to do."
1011007,1,11,7,"Give help, let us go down, and mingle there their pronunciation, so that a man doth not understand the pronunciation of his companion.'"
1011008,1,11,8,"And Jehovah doth scatter them from thence over the face of all the earth, and they cease to build the city;"
1011009,1,11,9,"therefore hath `one' called its name Babel, for there hath Jehovah mingled the pronunciation of all the earth, and from thence hath Jehovah scattered them over the face of all the earth."
1011010,1,11,10,"These `are' births of Shem: Shem `is' a son of an hundred years, and begetteth Arphaxad two years after the deluge."
1011011,1,11,11,"And Shem liveth after his begetting Arphaxad five hundred years, and begetteth sons and daughters."
1011012,1,11,12,"And Arphaxad hath lived five and thirty years, and begetteth Salah."
1011013,1,11,13,"And Arphaxad liveth after his begetting Salah four hundred and three years, and begetteth sons and daughters."
1011014,1,11,14,"And Salah hath lived thirty years, and begetteth Eber."
1011015,1,11,15,"And Salah liveth after his begetting Eber four hundred and three years, and begetteth sons and daughters."
1011016,1,11,16,"And Eber liveth four and thirty years, and begetteth Peleg."
1011017,1,11,17,"And Eber liveth after his begetting Peleg four hundred and thirty years, and begetteth sons and daughters."
1011018,1,11,18,"And Peleg liveth thirty years, and begetteth Reu."
1011019,1,11,19,"And Peleg liveth after his begetting Reu two hundred and nine years, and begetteth sons and daughters."
1011020,1,11,20,"And Reu liveth two and thirty years, and begetteth Serug."
1011021,1,11,21,"And Reu liveth after his begetting Serug two hundred and seven years, and begetteth sons and daughters."
1011022,1,11,22,"And Serug liveth thirty years, and begetteth Nahor."
1011023,1,11,23,"And Serug liveth after his begetting Nahor two hundred years, and begetteth sons and daughters."
1011024,1,11,24,"And Nahor liveth nine and twenty years, and begetteth Terah."
1011025,1,11,25,"And Nahor liveth after his begetting Terah an hundred and nineteen years, and begetteth sons and daughters."
1011026,1,11,26,"And Terah liveth seventy years, and begetteth Abram, Nahor, and Haran."
1011027,1,11,27,"And these `are' births of Terah: Terah hath begotten Abram, Nahor, and Haran; and Haran hath begotten Lot;"
1011028,1,11,28,"and Haran dieth in the presence of Terah his father, in the land of his birth, in Ur of the Chaldees."
1011029,1,11,29,"And Abram and Nahor take to themselves wives; the name of Abram's wife `is' Sarai, and the name of Nahor's wife `is' Milcah, daughter of Haran, father of Milcah, and father of Iscah."
1011030,1,11,30,And Sarai is barren -- she hath no child.
1011031,1,11,31,"And Terah taketh Abram his son, and Lot, son of Haran, his son's son, and Sarai his daughter-in-law, wife of Abram his son, and they go out with them from Ur of the Chaldees, to go towards the land of Canaan; and they come unto Charan, and dwell there."
1011032,1,11,32,"And the days of Terah are two hundred and five years, and Terah dieth in Charan."
1012001,1,12,1,"And Jehovah saith unto Abram, `Go for thyself, from thy land, and from thy kindred, and from the house of thy father, unto the land which I shew thee."
1012002,1,12,2,"And I make thee become a great nation, and bless thee, and make thy name great; and be thou a blessing."
1012003,1,12,3,"And I bless those blessing thee, and him who is disesteeming thee I curse, and blessed in thee have been all families of the ground.'"
1012004,1,12,4,"And Abram goeth on, as Jehovah hath spoken unto him, and Lot goeth with him, and Abram `is' a son of five and seventy years in his going out from Charan."
1012005,1,12,5,"And Abram taketh Sarai his wife, and Lot his brother's son, and all their substance that they have gained, and the persons that they have obtained in Charan; and they go out to go towards the land of Canaan; and they come in to the land of Canaan."
1012006,1,12,6,"And Abram passeth over into the land, unto the place Shechem, unto the oak of Moreh; and the Canaanite `is' then in the land."
1012007,1,12,7,"And Jehovah appeareth unto Abram, and saith, `To thy seed I give this land;' and he buildeth there an altar to Jehovah, who hath appeared unto him."
1012008,1,12,8,"And he removeth from thence towards a mountain at the east of Beth-El, and stretcheth out the tent (Beth-El at the west, and Hai at the east), and he buildeth there an altar to Jehovah, and preacheth in the name of Jehovah."
1012009,1,12,9,"And Abram journeyeth, going on and journeying towards the south."
1012010,1,12,10,"And there is a famine in the land, and Abram goeth down towards Egypt to sojourn there, for the famine `is' grievous in the land;"
1012011,1,12,11,"and it cometh to pass as he hath drawn near to enter Egypt, that he saith unto Sarai his wife, `Lo, I pray thee, I have known that thou `art' a woman of beautiful appearance;"
1012012,1,12,12,"and it hath come to pass that the Egyptians see thee, and they have said, `This `is' his wife,' and they have slain me, and thee they keep alive:"
1012013,1,12,13,"say, I pray thee, thou `art' my sister, so that it is well with me because of thee, and my soul hath lived for thy sake.'"
1012014,1,12,14,"And it cometh to pass, at the entering of Abram into Egypt, that the Egyptians see the woman that she `is' exceeding fair;"
1012015,1,12,15,"and princes of Pharaoh see her, and praise her unto Pharaoh, and the woman is taken `to' Pharaoh's house;"
1012016,1,12,16,"and to Abram he hath done good because of her, and he hath sheep and oxen, and he-asses, and men-servants, and handmaids, and she-asses, and camels."
1012017,1,12,17,"And Jehovah plagueth Pharaoh and his house -- great plagues -- for the matter of Sarai, Abram's wife."
1012018,1,12,18,"And Pharaoh calleth for Abram, and saith, `What `is' this thou hast done to me? why hast thou not declared to me that she `is' thy wife?"
1012019,1,12,19,"Why hast thou said, She `is' my sister, and I take her to myself for a wife? and now, lo, thy wife, take and go.'"
1012020,1,12,20,"And Pharaoh chargeth men concerning him, and they send him away, and his wife, an all that he hath."
1013001,1,13,1,"And Abram goeth up from Egypt (he and his wife, and all that he hath, and Lot with him) towards the south;"
1013002,1,13,2,"and Abram `is' exceedingly wealthy in cattle, in silver, and in gold."
1013003,1,13,3,"And he goeth on his journeyings from the south, even unto Bethel, unto the place where his tent had been at the commencement, between Bethel and Hai --"
1013004,1,13,4,"unto the place of the altar which he made there at the first, and there doth Abram preach in the name of Jehovah."
1013005,1,13,5,"And also to Lot, who is going with Abram, there hath been sheep and oxen and tents;"
